word,score
regarding,0.015929762010910793
significant,0.015778142324321533
individuals,0.015335003570722679
following,0.012552915450869409
subsequently,0.010751320950496732
notably,0.010745066228780253
furthermore,0.00970194807745038
approximately,0.00898941337201169
incident,0.008733388121001611
asserts,0.008483977994036556
recent,0.008399294089691287
additionally,0.008329846668962328
prior,0.00781958816738816
potential,0.007699144095831664
enforcement,0.007578212694971623
united,0.007492712527119138
individual,0.007396766531272258
response,0.007208895148662931
aged,0.006946460977581755
various,0.006759428854543788
currently,0.0067272248281637186
engaged,0.006687987091419132
authorities,0.00653597252595133
expressed,0.006357688024837913
characterized,0.006328570245321672
substantial,0.005799006371437684
indicated,0.005753568988681226
residence,0.00561014201632882
numerous,0.005547483583266847
allegations,0.005364304782866382
asserted,0.00525986394790577
anticipated,0.004975976845684758
experienced,0.00496581883343416
including,0.004950310204623362
associated,0.004905718183151586
remains,0.004739077905990141
financial,0.004736253143138063
initiated,0.004675245000501379
prominent,0.004662511991879945
articulated,0.0046289695180541665
conducted,0.0045662125898808074
concerning,0.004564237632225172
significantly,0.004526878340536905
indicate,0.004521368326198298
consequently,0.004513832402573773
surrounding,0.004498965491326386
initiative,0.004447055392091175
notable,0.004436573547243432
apprehended,0.00439191379544744
profound,0.004344280918409856
particularly,0.004335637151954395
military,0.0043032626169546475
according,0.004275175628617057
occurred,0.0042383493117101765
contends,0.004179228596554117
emerged,0.004176229550008941
medical,0.004079989154668487
ultimately,0.00399491262769969
scheduled,0.003991255391318184
law,0.003952964202996092
reported,0.003912424398023025
sustained,0.003890770738899271
remarkable,0.003842321372360614
investigation,0.003812743089208742
established,0.0037616738063703512
considerable,0.0037507411479189776
development,0.003707061220010073
ongoing,0.0037048228669754155
involving,0.0036933959756113273
previously,0.003687164107667582
resulting,0.003681196350479981
position,0.0036797415544465957
located,0.003671271712650283
engage,0.003539450024073536
additional,0.0035222243408829777
tragic,0.0035138721704139875
resulted,0.003504656093378743
legal,0.0034954673742949496
aimed,0.0034939838830291624
obama,0.0034891916699705838
assault,0.0034872962777512334
renowned,0.0034770906155265
injuries,0.003472807925059205
asserting,0.0034683434359212163
identified,0.0034469128099568406
subsequent,0.0034464394190664004
facility,0.0034053249969301378
potentially,0.003388396650375603
issued,0.0033507332011622044
critical,0.003336748942406116
age,0.0033313460493744652
personnel,0.0033309170491004655
meticulously,0.0033307343070677954
inaugural,0.0033103995878572875
activities,0.003284055010256379
presence,0.0032667931450303007
tragically,0.0032666954671271608
despite,0.0032650922982950135
previous,0.003255216624217495
public,0.003248143877431327
international,0.0032372873520051327
region,0.0031772537243135155
organization,0.003169775945274891
comprehensive,0.0031673643112905656
extensive,0.0031612826261137677
exhibited,0.003160577744835383
situated,0.003158940017990683
remarked,0.0031465169597115236
assert,0.0031326376745574747
related,0.003107028371364248
period,0.003103721669224209
vehicle,0.00309692714160811
disclosed,0.003080273340102125
merely,0.003078477833277934
state,0.003070098439294108
states,0.003066014758107149
observed,0.003053985269261668
social,0.0030538932669197877
garnered,0.0030328049145132343
president,0.003018187188964479
officials,0.0029939826538606037
specifically,0.0029754835754726354
successfully,0.002971169131900984
forthcoming,0.002941624825883264
nations,0.002925286555840881
enhance,0.002908512874270586
engaging,0.002907063063141944
circumstances,0.00288721431657742
severe,0.0028807034715023585
succumbed,0.0028721435153048116
innovative,0.0028587972333899707
alleged,0.0028578096772997014
utilized,0.0028558179167959283
concerns,0.0028228949465837
remain,0.0028139791046653006
indicates,0.002807885366901907
effectively,0.002786454031218969
reportedly,0.002772789739795551
series,0.0027549662270916087
mere,0.0027464364885952715
esteemed,0.0027398199500754954
reports,0.002713800631785668
nation,0.0027004559928121242
efforts,0.0026505328236546425
political,0.0026356380722718595
serves,0.002629032139698371
initial,0.0026075825485333886
alongside,0.0026056073591495055
faces,0.0025923394804571267
kingdom,0.0025902627463102257
represents,0.002586327295398429
media,0.0025769513025102435
figures,0.002569691671705147
employed,0.002566305365795062
narrative,0.002522710448374031
american,0.0025011307836343114
